ID	TD	ploidy	td_sum	file	norm_td	norm	name
BLM/RECQL5	35	1	277797467	blm-recq5-1-single-f14-r1-c7_S448_.trimmed.mdup.bam	35	277797467	EDIVISIVE
BLM/RECQL5	40	1	246187406	blm-recq5-1-single-f15-r3-c2_S506_.trimmed.mdup.bam	40	246187406	EDIVISIVE
BLM	30	1	250342324	blm-1-single-f7-r5-c7_S133_.trimmed.mdup.bam	30	250342324	EDIVISIVE
BLM/RECQL5	57	1	226254421	blm-recq5-1-single-f14-r7-c2_S485_.trimmed.mdup.bam	57	226254421	EDIVISIVE
BLM/RECQL5	31	1	226549910	blm-recq5-1-single-f14-r4-c5_S467_.trimmed.mdup.bam	31	226549910	EDIVISIVE
BLM/RECQL5	47	1	204107409	blm-recq5-1-single-f14-r1-c2_S443_.trimmed.mdup.bam	47	204107409	EDIVISIVE
BLM/RECQL5	36	1	193564456	blm-recq5-1-single-f15-r1-c5_S495_.trimmed.mdup.bam	36	193564456	EDIVISIVE
BLM	35	1	97926301	blm-1-single-f6-r2-c1_S57_.trimmed.mdup.bam	35	97926301	EDIVISIVE
BLM	13	1	229192359	blm-1-single-c9-w33_.trimmed.mdup.bam	13	229192359	EDIVISIVE
BLM	9	1	164847188	blm-1-single-c9-w44_.trimmed.mdup.bam	9	164847188	EDIVISIVE
BLM/RECQL5	30	1	281422045	blm-recq5-1-single-f15-r6-c2_S527_.trimmed.mdup.bam	30	281422045	EDIVISIVE
BLM	19	1	239240912	blm-1-single-f5-r4-c6_S27_.trimmed.mdup.bam	19	239240912	EDIVISIVE
BLM	11	1	287662756	blm-1-single-f5-r6-c1_S36_.trimmed.mdup.bam	11	287662756	EDIVISIVE
BLM/RECQL5	18	1	339273802	blm-recq5-1-single-c11-w22-3d6_S416_.trimmed.mdup.bam	18	339273802	EDIVISIVE
BLM/RECQL5	21	1	321226436	blm-recq5-1-single-f15-r4-c1_S512_.trimmed.mdup.bam	21	321226436	EDIVISIVE
BLM/RECQL5	22	1	294307800	blm_recq5-2-single-c16-w15_.trimmed.mdup.bam	22	294307800	EDIVISIVE
BLM	17	1	275078739	blm-1-single-f7-r5-c5_S131_.trimmed.mdup.bam	17	275078739	EDIVISIVE
BLM	12	1	383051797	blm-1-single-f7-r6-c2_S135_.trimmed.mdup.bam	12	383051797	EDIVISIVE
BLM	12	1	276702505	blm-1-single-f7-r2-c6_S111_.trimmed.mdup.bam	12	276702505	EDIVISIVE
BLM	16	1	310469398	blm-1-single-f7-r4-c4_S123_.trimmed.mdup.bam	16	310469398	EDIVISIVE
BLM	9	1	283787396	blm-1-single-f5-r4-c7_S28_.trimmed.mdup.bam	9	283787396	EDIVISIVE
BLM	14	1	309712533	blm-1-single-f7-r1-c1_S99_.trimmed.mdup.bam	14	309712533	EDIVISIVE
BLM	13	1	287533800	blm-1-single-c9-w43-3d6_S339_.trimmed.mdup.bam	13	287533800	EDIVISIVE
BLM	14	1	288987041	blm-1-single-f5-r6-c5_S40_.trimmed.mdup.bam	14	288987041	EDIVISIVE
BLM	11	1	308777651	blm-1-single-c10-w19_.trimmed.mdup.bam	11	308777651	EDIVISIVE
BLM	13	1	315791793	blm-1-single-f7-r4-c3_S122_.trimmed.mdup.bam	13	315791793	EDIVISIVE
BLM	11	1	295439046	blm-1-single-c10-w11_.trimmed.mdup.bam	11	295439046	EDIVISIVE
BLM	10	1	273076000	blm-1-single-c9-w31_.trimmed.mdup.bam	10	273076000	EDIVISIVE
BLM	16	1	328818017	blm-1-single-f6-r6-c4_S88_.trimmed.mdup.bam	16	328818017	EDIVISIVE
BLM	9	1	289462743	blm-1-single-f5-r1-c1_S1_.trimmed.mdup.bam	9	289462743	EDIVISIVE
BLM	12	1	312212715	blm-1-single-f5-r1-c3_S3_.trimmed.mdup.bam	12	312212715	EDIVISIVE
BLM	12	1	312686001	blm-1-single-f5-r1-c2_S2_.trimmed.mdup.bam	12	312686001	EDIVISIVE
BLM	10	1	314052377	blm-1-single-f7-r6-c4_S137_.trimmed.mdup.bam	10	314052377	EDIVISIVE
BLM	13	1	334093172	blm-1-single-f7-r5-c2_S128_.trimmed.mdup.bam	13	334093172	EDIVISIVE
BLM	16	1	356022708	blm-1-single-f7-r6-c3_S136_.trimmed.mdup.bam	16	356022708	EDIVISIVE
BLM	8	1	279368006	blm-1-single-c10-w38_.trimmed.mdup.bam	8	279368006	EDIVISIVE
BLM/RECQL5	6	1	262960871	blm_recq5-2-single-c15-w15_.trimmed.mdup.bam	6	262960871	EDIVISIVE
BLM	11	1	292570515	blm-1-single-c10-w30_.trimmed.mdup.bam	11	292570515	EDIVISIVE
BLM	12	1	302028321	blm-1-single-f6-r1-c1_S50_.trimmed.mdup.bam	12	302028321	EDIVISIVE
RECQL5	12	1	280416127	recq5-2-single-c6-w6-3d6_S155_.trimmed.mdup.bam	12	280416127	EDIVISIVE
RECQL5	11	1	333580541	recq5-2-single-c12-w9_.trimmed.mdup.bam	11	333580541	EDIVISIVE
RECQL5	9	1	302249718	recq5-2-single-c10-w45-3d6_S390_.trimmed.mdup.bam	9	302249718	EDIVISIVE
RECQL5	9	1	281836297	recq5-2-single-c11-w37_.trimmed.mdup.bam	9	281836297	EDIVISIVE
BLM	17	1	262108838	blm-1-single-c9-w15_.trimmed.mdup.bam	17	262108838	EDIVISIVE
BLM/RECQL5	16	1	266822141	blm-recq5-1-single-f13-r7-c4_S438_.trimmed.mdup.bam	16	266822141	EDIVISIVE
BLM/RECQL5	18	1	308802309	blm-recq5-1-single-f15-r7-c6_S538_.trimmed.mdup.bam	18	308802309	EDIVISIVE
BLM	18	1	312793787	blm-1-single-c10-w34_.trimmed.mdup.bam	18	312793787	EDIVISIVE
BLM	11	1	370788562	blm-1-single-c10-w41_.trimmed.mdup.bam	11	370788562	EDIVISIVE
BLM/RECQL5	11	1	316635577	blm_recq5-2-single-c15-w32_.trimmed.mdup.bam	11	316635577	EDIVISIVE
BLM/RECQL5	11	1	356391144	blm-recq5-1-single-f15-r7-c1_S533_.trimmed.mdup.bam	11	356391144	EDIVISIVE
BLM/RECQL5	12	1	314052961	blm_recq5-2-single-c16-w7_.trimmed.mdup.bam	12	314052961	EDIVISIVE
RECQL5	11	1	306919912	recq5-2-single-c6-w12-3d6_S161_.trimmed.mdup.bam	11	306919912	EDIVISIVE
BLM	8	1	313392787	blm-1-single-c10-w37_.trimmed.mdup.bam	8	313392787	EDIVISIVE
BLM/RECQL5	10	1	338556801	blm-recq5-1-single-f14-r1-c1_S442_.trimmed.mdup.bam	10	338556801	EDIVISIVE
BLM/RECQL5	15	1	340646494	blm-recq5-1-single-f14-r6-c7_S483_.trimmed.mdup.bam	15	340646494	EDIVISIVE
BLM	23	1	244355722	blm-1-single-c5-w7-3d6_S107_.trimmed.mdup.bam	23	244355722	EDIVISIVE
BLM	10	1	299756934	blm-1-single-c9-w40_.trimmed.mdup.bam	10	299756934	EDIVISIVE
BLM	33	1	246246980	blm-1-single-c10-w31_.trimmed.mdup.bam	33	246246980	EDIVISIVE
BLM/RECQL5	29	1	275811548	blm-recq5-1-single-f15-r7-c5_S537_.trimmed.mdup.bam	29	275811548	EDIVISIVE
BLM/RECQL5	27	1	140762669	blm-recq5-2-single-f16-r7-c5_S586_.trimmed.mdup.bam	27	140762669	EDIVISIVE
BLM/RECQL5	25	1	217840479	blm-recq5-2-single-f12-r1-c2_S345_.trimmed.mdup.bam	25	217840479	EDIVISIVE
BLM	7	1	241022455	blm-1-single-f5-r5-c2_S30_.trimmed.mdup.bam	7	241022455	EDIVISIVE
BLM/RECQL5	11	1	219356230	blm-recq5-2-single-f16-r1-c7_S546_.trimmed.mdup.bam	11	219356230	EDIVISIVE
BLM/RECQL5	11	1	181429061	blm-recq5-2-single-f16-r1-c3_S542_.trimmed.mdup.bam	11	181429061	EDIVISIVE
BLM	8	1	230063234	blm-1-single-c9-w42_.trimmed.mdup.bam	8	230063234	EDIVISIVE
BLM/RECQL5	6	1	182070797	blm-recq5-2-single-f16-r4-c3_S563_.trimmed.mdup.bam	6	182070797	EDIVISIVE
BLM/RECQL5	9	1	204623556	blm-recq5-2-single-f16-r7-c4_S585_.trimmed.mdup.bam	9	204623556	EDIVISIVE
BLM/RECQL5	9	1	185333946	blm-recq5-2-single-f16-r6-c3_S577_.trimmed.mdup.bam	9	185333946	EDIVISIVE
BLM/RECQL5	9	1	193265573	blm-recq5-2-single-f8-r6-c1_S183_.trimmed.mdup.bam	9	193265573	EDIVISIVE
BLM/RECQL5	19	1	162838307	blm-recq5-2-single-f12-r3-c1_S358_.trimmed.mdup.bam	19	162838307	EDIVISIVE
BLM/RECQL5	18	1	142031347	blm-recq5-2-single-f12-r1-c6_S349_.trimmed.mdup.bam	18	142031347	EDIVISIVE
BLM/RECQL5	14	1	186653915	blm-recq5-2-single-f16-r3-c2_S555_.trimmed.mdup.bam	14	186653915	EDIVISIVE
BLM	13	1	288391244	blm-1-single-f5-r3-c1_S15_.trimmed.mdup.bam	13	288391244	EDIVISIVE
BLM	32	1	252027096	blm-1-single-f7-r7-c1_S141_.trimmed.mdup.bam	32	252027096	EDIVISIVE
BLM/RECQL5	18	1	291378662	blm-recq5-1-single-f14-r3-c7_S462_.trimmed.mdup.bam	18	291378662	EDIVISIVE
BLM	36	1	238622632	blm-1-single-f5-r2-c1_S8_.trimmed.mdup.bam	36	238622632	EDIVISIVE
BLM	22	1	244111844	blm-1-single-f5-r6-c4_S39_.trimmed.mdup.bam	22	244111844	EDIVISIVE
BLM	125	2	1820976221	blm-1-single-c9-w24-3d6_S320_.trimmed.mdup.bam	62.5	910488110.5	EDIVISIVE
BLM	130	2	1929011896	zeid_BLM_UV300s_hoechst3_cluster14_well27_S468_.trimmed.mdup.bam	65	964505948	EDIVISIVE
RECQL5	15	2	288489174	zeid_RECQ5_UV300s_hoechst3_cluster15_well31_S521_.trimmed.mdup.bam	7.5	144244587	EDIVISIVE
RECQL5	10	2	349451051	zeid_RECQ5_UV300s_hoechst3_cluster15_well19_S509_.trimmed.mdup.bam	5	174725525.5	EDIVISIVE
RECQL5	12	2	462698750	zeid_RECQ5_UV300s_hoechst3_cluster15_well27_S517_.trimmed.mdup.bam	6	231349375	EDIVISIVE
BLM	12	2	365313778	zeid_BLM_UV300s_hoechst3_cluster14_well23_S464_.trimmed.mdup.bam	6	182656889	EDIVISIVE
BLM	15	2	330729728	zeid_BLM_UV300s_hoechst3_cluster14_well24_S465_.trimmed.mdup.bam	7.5	165364864	EDIVISIVE
BLM	18	2	367194952	zeid_BLM_UV300s_hoechst3_cluster14_well19_S460_.trimmed.mdup.bam	9	183597476	EDIVISIVE
BLM	12	2	345806693	zeid_BLM_UV300s_hoechst3_cluster14_well34_S475_.trimmed.mdup.bam	6	172903346.5	EDIVISIVE
BLM	11	2	350550551	zeid_BLM_UV300s_hoechst3_cluster14_well41_S482_.trimmed.mdup.bam	5.5	175275275.5	EDIVISIVE
BLM	15	2	344120418	zeid_BLM_UV300s_hoechst3_cluster14_well13_S454_.trimmed.mdup.bam	7.5	172060209	EDIVISIVE
RECQL5	10	2	372218308	zeid_RECQ5_UV300s_hoechst3_cluster15_well13_S503_.trimmed.mdup.bam	5	186109154	EDIVISIVE
RECQL5	16	2	332421537	zeid_RECQ5_UV300s_hoechst3_cluster15_well25_S515_.trimmed.mdup.bam	8	166210768.5	EDIVISIVE
RECQL5	12	2	350183180	zeid_RECQ5_UV300s_hoechst3_cluster15_well37_S527_.trimmed.mdup.bam	6	175091590	EDIVISIVE
RECQL5	12	2	330030572	zeid_RECQ5_UV300s_hoechst3_cluster15_well38_S528_.trimmed.mdup.bam	6	165015286	EDIVISIVE
RECQL5	7	2	327738858	zeid_RECQ5_UV300s_hoechst3_cluster15_well16_S506_.trimmed.mdup.bam	3.5	163869429	EDIVISIVE
RECQL5	10	2	352554477	zeid_RECQ5_UV300s_hoechst3_cluster15_well23_S513_.trimmed.mdup.bam	5	176277238.5	EDIVISIVE
RECQL5	6	2	349252234	zeid_RECQ5_UV300s_hoechst3_cluster15_well24_S514_.trimmed.mdup.bam	3	174626117	EDIVISIVE
RECQL5	8	2	350521414	zeid_RECQ5_UV300s_hoechst3_cluster15_well26_S516_.trimmed.mdup.bam	4	175260707	EDIVISIVE
RECQL5	8	2	357006470	zeid_RECQ5_UV300s_hoechst3_cluster15_well30_S520_.trimmed.mdup.bam	4	178503235	EDIVISIVE
RECQL5	13	2	352689232	zeid_RECQ5_UV300s_hoechst3_cluster15_well32_S522_.trimmed.mdup.bam	6.5	176344616	EDIVISIVE
BLM	21	2	321459874	zeid_BLM_UV300s_hoechst3_cluster14_well33_S474_.trimmed.mdup.bam	10.5	160729937	EDIVISIVE
RECQL5	20	2	292650919	zeid_RECQ5_UV300s_hoechst3_cluster15_well20_S510_.trimmed.mdup.bam	10	146325459.5	EDIVISIVE
